"","Destination","cd_lod_type","Source","Ms_Yr","Ms_Per","weightTon","transport_type"
"8705","GBSOU","9","GBSSS",2018,10,4354.59,"MAR"
"8706","CIABJ","5","DKNAK",2021,3,61.64,"MAR"
"8707","BEANR","9","CMDLA",2019,9,8082.36,"MAR"
"8708","DKNAK","5","GBSSS",2019,3,5826.49,"MAR"
"8709","CIABJ","3","CMDLA",2018,10,183.82,"MAR"
"8710","GBSSS","1","COTRB",2019,11,919.18,"MAR"
"8711","GHTEM","1","CIABJ",2020,12,8216.91,"MAR"
"8712","ARSPD","9","BEANR",2019,6,7272.21,"MAR"
"8713","DKNAK","2","USNNS",2022,6,7124.54,"MAR"
"8714","CIABJ","6","GBLOW",2019,8,3802.01,"MAR"
"8715","GBLOW","2","SEYST",2021,1,7661.76,"MAR"
"8716","ARSPD","9","CIABJ",2021,9,6196.78,"MAR"
"8717","DKNAK","3","DKNAK",2022,2,6186.94,"MAR"
"8718","DOMAN","9","ESSVQ",2021,8,9000.98,"MAR"
"8719","BEANR","9","GBLOW",2019,11,5562.41,"MAR"
"8720","GBSOU","9","BEANR",2020,11,5836.34,"MAR"
"8721","ESSVQ","5","GHTEM",2019,2,8737.89,"MAR"
"8722","SEYST","3","USNNS",2019,12,1448.31,"MAR"
"8723","CRMOB","3","BEANR",2020,6,6170.52,"MAR"
"8724","GBSSS","9","GBLOW",2018,10,3303.63,"MAR"
"8725","CIABJ","3","ARSPD",2021,3,9452.41,"MAR"
"8726","DKNAK","9","CIABJ",2019,3,5120.65,"MAR"
"8727","CIABJ","9","DKNAK",2020,11,6594.76,"MAR"
"8728","DOMAN","9","DKNAK",2019,4,9036.28,"MAR"
"8729","BEANR","6","GHTEM",2021,6,8075.33,"MAR"
"8730","DKNAK","1","GBSSS",2018,2,3419.72,"MAR"
"8731","CIABJ","2","ARSPD",2018,1,1007.67,"MAR"
"8732","DOMAN","1","GHTEM",2018,7,2911.16,"MAR"
"8733","CRMOB","5","GBSSS",2018,12,3670.43,"MAR"
"8734","GBSSS","9","DOMAN",2019,10,3102.32,"MAR"
"8735","DKNAK","9","DKNAK",2021,8,6705.41,"MAR"
"8736","GBSSS","2","DKNAK",2020,3,5147.72,"MAR"
"8737","CIABJ","9","DOMAN",2019,12,2303.47,"MAR"
"8738","GHTEM","6","ESSVQ",2018,7,4280.16,"MAR"
"8739","SEYST","9","DOMAN",2020,12,6544.41,"MAR"
"8740","COTRB","1","GBSSS",2022,11,5013.66,"MAR"
"8741","DOMAN","6","SEYST",2020,1,119.75,"MAR"
"8742","CIABJ","6","DKNAK",2019,12,9874.03,"MAR"
"8743","GBLOW","3","CIABJ",2018,8,2558.17,"MAR"
"8744","ESSVQ","6","CRMOB",2019,6,9908.24,"MAR"
"8745","GBSSS","2","CIABJ",2019,5,8068.94,"MAR"
"8746","CIABJ","6","GBLOW",2018,4,6013.28,"MAR"
"8747","ESSVQ","2","CMDLA",2019,11,6824.09,"MAR"
"8748","BEANR","5","GBLOW",2018,6,1616.46,"MAR"
"8749","SEYST","9","BEANR",2018,3,8829.28,"MAR"
"8750","CMDLA","2","USNNS",2021,9,286.92,"MAR"
"8751","DKNAK","1","CRMOB",2022,2,5276.79,"MAR"
"8752","SEYST","9","SEYST",2021,3,7962.9,"MAR"
"8753","GBSSS","1","GHTEM",2019,8,941.14,"MAR"
"8754","DKNAK","2","GBSOU",2019,5,4334.9,"MAR"
"8755","CRMOB","5","SEYST",2021,3,7381.44,"MAR"
"8756","GBSSS","9","ARSPD",2021,3,54.58,"MAR"
"8757","DKNAK","3","USNNS",2020,5,8378.5,"MAR"
"8758","CIABJ","3","ARSPD",2018,8,3080.99,"MAR"
"8759","SEYST","5","CMDLA",2020,11,9063.22,"MAR"
"8760","ESSVQ","1","CMDLA",2019,8,8550.03,"MAR"
"8761","USNNS","1","GBLOW",2021,7,5756.33,"MAR"
"8762","DKNAK","6","DKNAK",2018,1,1958.38,"MAR"
"8763","DOMAN","1","GBSSS",2019,12,9681.58,"MAR"
"8764","CIABJ","1","DOMAN",2021,11,1610.12,"MAR"
"8765","COTRB","3","COTRB",2021,1,390.69,"MAR"
"8766","COTRB","1","CMDLA",2019,8,5610.21,"MAR"
"8767","ARSPD","1","CMDLA",2019,11,8571.31,"MAR"
"8768","GBSSS","3","DKNAK",2021,12,6240.76,"MAR"
"8769","DKNAK","6","DOMAN",2022,10,1495.24,"MAR"
"8770","GBSOU","6","GHTEM",2020,5,90.95,"MAR"
"8771","CIABJ","6","CMDLA",2019,10,7348.67,"MAR"
"8772","CRMOB","1","GHTEM",2021,4,3717.24,"MAR"
"8773","COTRB","2","GBSSS",2022,3,4399.3,"MAR"
"8774","ESSVQ","5","CIABJ",2020,2,2027.58,"MAR"
"8775","USNNS","5","COTRB",2022,12,5094.36,"MAR"
"8776","ESSVQ","1","DOMAN",2021,5,4170.31,"MAR"
"8777","CRMOB","1","SEYST",2022,1,5865.02,"MAR"
"8778","ARSPD","6","DKNAK",2019,12,9009.93,"MAR"
"8779","ESSVQ","9","COTRB",2018,8,5433.9,"MAR"
"8780","DOMAN","5","ESSVQ",2020,9,7001.28,"MAR"
"8781","GHTEM","2","COTRB",2020,10,5701.23,"MAR"
"8782","CMDLA","6","GBSSS",2021,1,6445.13,"MAR"
"8783","ARSPD","6","CMDLA",2022,11,7809.15,"MAR"
"8784","GHTEM","2","GHTEM",2019,4,5387.22,"MAR"
"8785","BEANR","2","GBSSS",2018,3,6275.74,"MAR"
"8786","GHTEM","1","DOMAN",2018,12,6665.29,"MAR"
"8787","ARSPD","5","BEANR",2022,5,6181.5,"MAR"
"8788","CMDLA","5","COTRB",2019,8,863.26,"MAR"
"8789","GHTEM","3","GHTEM",2019,12,4463.71,"MAR"
"8790","ESSVQ","3","GBSSS",2018,4,8099.17,"MAR"
"8791","COTRB","2","CMDLA",2018,6,6253.86,"MAR"
"8792","CIABJ","2","BEANR",2022,2,2955.04,"MAR"
"8793","GBSSS","2","USNNS",2018,3,9508.95,"MAR"
"8794","ARSPD","5","CIABJ",2022,11,9805.16,"MAR"
"8795","GBLOW","9","GBSOU",2019,6,5322.64,"MAR"
"8796","GBLOW","5","USNNS",2018,5,9962.66,"MAR"
"8797","GBSSS","3","GBLOW",2021,10,4048.96,"MAR"
"8798","CIABJ","3","GBSOU",2022,1,2510.44,"MAR"
"8799","GHTEM","2","CMDLA",2018,11,1798.21,"MAR"
"8800","DOMAN","2","BEANR",2019,11,2880.84,"MAR"
"8801","GBSOU","3","GBLOW",2021,7,8805.29,"MAR"
"8802","CIABJ","9","DKNAK",2021,5,6158.72,"MAR"
"8803","BEANR","3","BEANR",2020,7,8752.96,"MAR"
"8804","USNNS","2","COTRB",2021,9,468.41,"MAR"
"8805","GBSSS","9","CIABJ",2022,8,4045.19,"MAR"
"8806","SEYST","5","COTRB",2020,11,7099.18,"MAR"
"8807","GBLOW","3","GBLOW",2018,2,4324.1,"MAR"
"8808","ARSPD","9","DOMAN",2019,3,6527.35,"MAR"
"8809","ARSPD","9","COTRB",2020,2,640.34,"MAR"
"8810","GBSOU","3","SEYST",2020,5,8392.32,"MAR"
"8811","USNNS","3","BEANR",2020,3,9577.82,"MAR"
"8812","CMDLA","5","USNNS",2022,6,9338.6,"MAR"
"8813","GHTEM","9","GHTEM",2019,3,4593.74,"MAR"
"8814","DOMAN","1","ARSPD",2018,10,4401.19,"MAR"
"8815","CMDLA","2","DKNAK",2018,4,2443.15,"MAR"
"8816","CIABJ","1","BEANR",2022,5,6407.5,"MAR"
"8817","GBSSS","2","CIABJ",2021,11,5572.18,"MAR"
"8818","DKNAK","2","GBLOW",2019,4,4929.06,"MAR"
"8819","DOMAN","9","BEANR",2018,4,4401.42,"MAR"
"8820","ARSPD","1","ESSVQ",2018,3,8070.31,"MAR"
"8821","USNNS","1","CIABJ",2020,3,9519.76,"MAR"
"8822","GBSSS","1","ESSVQ",2018,2,1164.6,"MAR"
"8823","ESSVQ","3","BEANR",2020,12,5793.8,"MAR"
"8824","ESSVQ","5","CMDLA",2020,5,8984.33,"MAR"
"8825","GBSSS","3","GBLOW",2019,6,147.79,"MAR"
"8826","SEYST","9","USNNS",2021,5,7370.64,"MAR"
"8827","ARSPD","3","ESSVQ",2021,2,2171.8,"MAR"
"8828","GBLOW","5","GHTEM",2020,5,945.98,"MAR"
"8829","CMDLA","5","CMDLA",2021,5,6001.86,"MAR"
"8830","USNNS","5","BEANR",2019,12,2036.6,"MAR"
"8831","GHTEM","6","DOMAN",2022,9,133.91,"MAR"
"8832","GBSSS","9","GBSOU",2018,9,7331.12,"MAR"
"8833","SEYST","3","GBSSS",2018,5,4022.48,"MAR"
"8834","CRMOB","9","ESSVQ",2021,11,9894.87,"MAR"
"8835","CIABJ","6","GHTEM",2018,1,1835.32,"MAR"
"8836","CIABJ","1","BEANR",2018,10,3332.29,"MAR"
"8837","ARSPD","5","ARSPD",2019,9,7035.21,"MAR"
"8838","ARSPD","3","SEYST",2021,11,5667.07,"MAR"
"8839","GBSOU","2","GBLOW",2021,4,4210.44,"MAR"
"8840","GBSSS","6","ESSVQ",2020,4,2874.21,"MAR"
"8841","CIABJ","3","CMDLA",2018,12,1354.45,"MAR"
"8842","ARSPD","5","GBSSS",2021,7,4096.94,"MAR"
"8843","GBLOW","3","GHTEM",2020,2,908.59,"MAR"
"8844","BEANR","6","GHTEM",2022,11,8914.05,"MAR"
"8845","ESSVQ","2","COTRB",2020,11,2154.16,"MAR"
"8846","GBSSS","2","BEANR",2021,2,3682.9,"MAR"
"8847","ESSVQ","2","GBLOW",2021,9,7676.69,"MAR"
"8848","GHTEM","6","COTRB",2019,4,5288.73,"MAR"
"8849","GBSSS","5","USNNS",2022,3,9349.73,"MAR"
"8850","ESSVQ","3","GBLOW",2018,9,6517.73,"MAR"
"8851","SEYST","1","GHTEM",2020,11,4646.99,"MAR"
"8852","GBLOW","1","CRMOB",2021,12,9140.15,"MAR"
"8853","GBSOU","5","COTRB",2022,9,6048.13,"MAR"
"8854","CRMOB","6","ESSVQ",2019,6,5848.1,"MAR"
"8855","GBLOW","1","CMDLA",2019,12,816.19,"MAR"
"8856","DKNAK","9","DOMAN",2019,2,1481.79,"MAR"
"8857","DKNAK","9","CMDLA",2019,8,2487.31,"MAR"
"8858","ESSVQ","5","USNNS",2022,7,2514,"MAR"
"8859","GBSSS","9","GHTEM",2019,9,1558.42,"MAR"
"8860","SEYST","3","GBSSS",2019,10,4811.16,"MAR"
"8861","ESSVQ","6","ARSPD",2018,6,5580.99,"MAR"
"8862","GHTEM","3","CRMOB",2022,4,2896.72,"MAR"
"8863","CMDLA","5","DKNAK",2022,2,3669,"MAR"
"8864","SEYST","3","CMDLA",2021,7,8411.25,"MAR"
"8865","GBLOW","5","COTRB",2021,5,2467.19,"MAR"
"8866","DKNAK","9","ESSVQ",2021,10,690.08,"MAR"
"8867","CRMOB","1","GBSSS",2018,9,9595.29,"MAR"
"8868","CIABJ","6","BEANR",2019,9,4977.26,"MAR"
"8869","DKNAK","3","ARSPD",2018,8,9338.63,"MAR"
"8870","CMDLA","6","BEANR",2020,1,4985.37,"MAR"
"8871","DKNAK","1","SEYST",2020,11,5345.95,"MAR"
"8872","DOMAN","5","DOMAN",2018,3,6560.31,"MAR"
"8873","GBSSS","6","DKNAK",2022,8,1707.04,"MAR"
"8874","ESSVQ","2","ESSVQ",2019,4,5871.95,"MAR"
"8875","GBSOU","5","BEANR",2020,11,8698.06,"MAR"
"8876","USNNS","5","COTRB",2021,3,8939.86,"MAR"
"8877","COTRB","3","GBSSS",2020,8,2298.92,"MAR"
"8878","DOMAN","9","CRMOB",2022,8,5203.48,"MAR"
"8879","USNNS","1","CRMOB",2021,9,68.42,"MAR"
"8880","DKNAK","5","GBLOW",2020,2,309.03,"MAR"
"8881","CIABJ","2","ESSVQ",2018,2,1205.91,"MAR"
"8882","ESSVQ","5","DOMAN",2021,10,7491.85,"MAR"
"8883","GBSSS","3","DKNAK",2021,4,583.97,"MAR"
"8884","CIABJ","5","ESSVQ",2018,5,5968.54,"MAR"
"8885","DOMAN","9","GBLOW",2020,10,2044.84,"MAR"
"8886","SEYST","2","USNNS",2022,10,1897.07,"MAR"
"8887","GBSOU","5","DOMAN",2019,2,8208.86,"MAR"
"8888","ESSVQ","6","SEYST",2022,7,6721.12,"MAR"
"8889","SEYST","6","GBSOU",2022,11,7251.83,"MAR"
"8890","CRMOB","1","DOMAN",2019,10,1143.43,"MAR"
"8891","BEANR","2","DKNAK",2021,7,4675.52,"MAR"
"8892","USNNS","6","GBSOU",2019,7,1900.44,"MAR"
"8893","GHTEM","5","BEANR",2022,8,4655.85,"MAR"
"8894","CIABJ","5","DKNAK",2020,1,5969.3,"MAR"
"8895","CMDLA","5","GBSOU",2018,3,9000.97,"MAR"
"8896","SEYST","5","DOMAN",2019,6,3869.39,"MAR"
"8897","GBLOW","2","CRMOB",2021,3,8870.14,"MAR"
"8898","GHTEM","5","DKNAK",2020,8,1924.34,"MAR"
"8899","ESSVQ","5","ESSVQ",2018,5,6831.04,"MAR"
"8900","COTRB","6","GBSSS",2021,3,1357.03,"MAR"
"8901","CRMOB","5","GBLOW",2018,10,5226.75,"MAR"
"8902","GHTEM","2","CIABJ",2020,5,7625.35,"MAR"
"8903","USNNS","2","USNNS",2019,1,4986.34,"MAR"
"8904","CRMOB","3","CMDLA",2022,5,3042.2,"MAR"
"8905","CIABJ","1","ARSPD",2020,2,4132.64,"MAR"
"8906","USNNS","5","DOMAN",2019,12,5145.48,"MAR"
"8907","BEANR","6","BEANR",2021,1,2901.69,"MAR"
"8908","CRMOB","5","ESSVQ",2019,8,5080.66,"MAR"
"8909","CIABJ","6","GBLOW",2021,2,3156.04,"MAR"
"8910","BEANR","1","ARSPD",2022,12,8235.83,"MAR"
"8911","GBLOW","3","GBLOW",2021,12,6323.53,"MAR"
"8912","BEANR","2","GBSOU",2019,9,4478.01,"MAR"
"8913","SEYST","9","CMDLA",2019,5,5899.69,"MAR"
"8914","COTRB","2","DKNAK",2019,6,1622.35,"MAR"
"8915","GBSOU","3","USNNS",2022,9,5468.28,"MAR"
"8916","CMDLA","6","GBSOU",2018,6,9051.28,"MAR"
"8917","COTRB","3","CIABJ",2020,7,1206.59,"MAR"
"8918","GHTEM","6","DKNAK",2019,7,3751.79,"MAR"
"8919","CRMOB","9","SEYST",2021,2,2361.35,"MAR"
"8920","GBLOW","2","SEYST",2019,2,4058.67,"MAR"
"8921","ARSPD","1","CRMOB",2020,12,5504.97,"MAR"
"8922","SEYST","6","CMDLA",2019,9,7292.62,"MAR"
"8923","CIABJ","9","GBSOU",2019,3,6742.67,"MAR"
"8924","BEANR","5","COTRB",2022,8,8766.68,"MAR"
"8925","COTRB","1","CMDLA",2021,7,6275.18,"MAR"
"8926","GBSSS","2","ESSVQ",2018,10,8720.13,"MAR"
"8927","CMDLA","9","GBLOW",2021,7,1217.51,"MAR"
"8928","BEANR","6","GHTEM",2020,6,9418.77,"MAR"
"8929","GHTEM","1","COTRB",2018,2,8065.31,"MAR"
"8930","COTRB","5","ESSVQ",2021,4,7766.74,"MAR"
"8931","SEYST","6","GHTEM",2020,11,496.44,"MAR"
"8932","GHTEM","6","CRMOB",2021,12,9946.26,"MAR"
"8933","BEANR","3","ESSVQ",2022,10,7074.09,"MAR"
"8934","DOMAN","2","DOMAN",2021,3,8295.16,"MAR"
"8935","USNNS","3","DKNAK",2019,5,8975.37,"MAR"
"8936","GHTEM","2","GBSSS",2019,2,9008.66,"MAR"
"8937","ARSPD","5","DOMAN",2021,9,3170.85,"MAR"
"8938","DOMAN","9","DOMAN",2019,5,3416.25,"MAR"
"8939","ARSPD","2","GHTEM",2018,1,5317.12,"MAR"
"8940","ESSVQ","6","GBLOW",2019,10,3695.64,"MAR"
"8941","GBSOU","6","DOMAN",2022,11,9438.95,"MAR"
"8942","CMDLA","2","GBSOU",2020,12,3726.26,"MAR"
"8943","USNNS","5","DKNAK",2019,10,9275.42,"MAR"
"8944","CIABJ","6","ARSPD",2022,2,74.78,"MAR"
"8945","USNNS","9","CMDLA",2022,11,1226.14,"MAR"
"8946","ESSVQ","1","COTRB",2018,12,6933.72,"MAR"
"8947","GBSSS","1","DOMAN",2022,6,8835.25,"MAR"
"8948","USNNS","5","ARSPD",2020,1,2287.47,"MAR"
"8949","BEANR","5","GBLOW",2021,11,7397.36,"MAR"
"8950","GHTEM","2","CRMOB",2018,1,874.6,"MAR"
"8951","DKNAK","2","DKNAK",2020,11,6748.64,"MAR"
"8952","GHTEM","2","ESSVQ",2019,8,5822.89,"MAR"
"8953","DOMAN","1","DKNAK",2020,9,5167.89,"MAR"
"8954","BEANR","1","GBSSS",2020,2,1280.25,"MAR"
"8955","DOMAN","5","GBSSS",2022,6,2589.15,"MAR"
"8956","BEANR","3","USNNS",2020,6,9863.63,"MAR"
"8957","CIABJ","2","GHTEM",2022,3,8142.73,"MAR"
"8958","SEYST","2","CIABJ",2019,12,9776.97,"MAR"
"8959","SEYST","1","GBSOU",2020,11,4735.96,"MAR"
"8960","CIABJ","2","CRMOB",2020,5,5595.48,"MAR"
"8961","GBLOW","2","CMDLA",2022,5,6281.61,"MAR"
"8962","BEANR","9","GBSOU",2019,5,519.26,"MAR"
"8963","BEANR","3","GHTEM",2022,10,9866.77,"MAR"
"8964","GBSSS","2","CMDLA",2020,12,4187.97,"MAR"
"8965","SEYST","1","ARSPD",2019,2,5270.33,"MAR"
"8966","ESSVQ","2","ESSVQ",2022,12,9878.99,"MAR"
"8967","GHTEM","1","GBSSS",2019,2,5149.96,"MAR"
"8968","ESSVQ","6","GBLOW",2022,7,9237.45,"MAR"
"8969","GBSSS","2","DKNAK",2018,2,7998.48,"MAR"
"8970","GBSOU","5","BEANR",2018,9,5311.57,"MAR"
"8971","GHTEM","9","COTRB",2022,2,2243.42,"MAR"
"8972","ESSVQ","2","CRMOB",2021,11,5237.69,"MAR"
"8973","USNNS","6","CRMOB",2022,11,8188.01,"MAR"
"8974","GBSSS","2","CMDLA",2019,8,5672.92,"MAR"
"8975","USNNS","3","GBLOW",2021,2,9881.08,"MAR"
"8976","SEYST","5","GHTEM",2018,2,9080.06,"MAR"
"8977","DOMAN","6","CRMOB",2018,6,1901.56,"MAR"
"8978","CRMOB","5","USNNS",2022,7,9000.11,"MAR"
"8979","USNNS","2","COTRB",2018,10,2827.58,"MAR"
"8980","GBSOU","9","GHTEM",2022,5,4162.62,"MAR"
"8981","USNNS","6","BEANR",2021,9,2565.97,"MAR"
"8982","GBLOW","2","GBSOU",2021,12,3280.62,"MAR"
"8983","CIABJ","9","CMDLA",2021,9,2949.96,"MAR"
"8984","SEYST","1","GHTEM",2020,2,331.51,"MAR"
"8985","CIABJ","9","COTRB",2020,11,8759.32,"MAR"
"8986","ESSVQ","1","COTRB",2021,4,716.58,"MAR"
"8987","COTRB","5","SEYST",2021,1,3717.58,"MAR"
"8988","SEYST","3","SEYST",2018,5,9872.81,"MAR"
"8989","GHTEM","3","ESSVQ",2022,11,4626.42,"MAR"
"8990","SEYST","2","CMDLA",2021,2,9312.55,"MAR"
"8991","CIABJ","2","GBLOW",2020,9,1299.15,"MAR"
"8992","ESSVQ","3","GHTEM",2018,3,9259.2,"MAR"
"8993","CIABJ","2","COTRB",2019,5,6935.55,"MAR"
"8994","DOMAN","5","DOMAN",2022,4,7860.92,"MAR"
"8995","COTRB","5","DKNAK",2022,2,3141.03,"MAR"
"8996","GBSSS","6","DKNAK",2020,7,4122.39,"MAR"
"8997","GBSSS","3","GBLOW",2022,4,9711.3,"MAR"
"8998","DKNAK","6","ESSVQ",2022,7,4154.31,"MAR"
"8999","CRMOB","2","COTRB",2022,9,5379.74,"MAR"
"9000","DOMAN","3","GHTEM",2021,12,9007.02,"MAR"
"9001","CRMOB","9","CIABJ",2019,1,6359.22,"MAR"
"9002","GHTEM","5","DKNAK",2019,2,6736.45,"MAR"
"9003","ESSVQ","3","USNNS",2022,2,7839.21,"MAR"
"9004","ESSVQ","1","GBSSS",2018,1,5320.82,"MAR"
"9005","SEYST","6","SEYST",2021,1,4020.72,"MAR"
"9006","GBLOW","3","GBSSS",2018,2,4870.52,"MAR"
"9007","BEANR","3","CMDLA",2022,10,2558.25,"MAR"
"9008","BEANR","9","DKNAK",2020,3,6065.51,"MAR"
"9009","CMDLA","3","ARSPD",2019,9,4237.46,"MAR"
"9010","DKNAK","6","USNNS",2020,5,3559.5,"MAR"
"9011","SEYST","2","GHTEM",2021,12,5279.49,"MAR"
"9012","COTRB","5","GBLOW",2022,8,5321.28,"MAR"
"9013","BEANR","5","DOMAN",2022,12,6567.03,"MAR"
"9014","BEANR","6","BEANR",2018,11,4918.92,"MAR"
"9015","DOMAN","5","GHTEM",2021,5,8779.03,"MAR"
"9016","GBSOU","6","GHTEM",2020,7,2208.83,"MAR"
"9017","ARSPD","5","USNNS",2021,6,6096.01,"MAR"
"9018","CRMOB","3","SEYST",2020,1,4485.94,"MAR"
"9019","CIABJ","9","ARSPD",2018,5,5141.82,"MAR"
"9020","GBLOW","9","GHTEM",2019,1,3032.38,"MAR"
"9021","GBSSS","9","GHTEM",2020,3,966.92,"MAR"
"9022","SEYST","2","DKNAK",2022,11,5291.75,"MAR"
"9023","GBSSS","9","CIABJ",2020,8,8933.72,"MAR"
"9024","CMDLA","6","GBSOU",2018,3,5893.74,"MAR"
"9025","CRMOB","6","CMDLA",2022,2,6215.24,"MAR"
"9026","GBSOU","5","COTRB",2021,5,1245.68,"MAR"
"9027","CMDLA","3","CRMOB",2020,3,8230.1,"MAR"
"9028","GBSSS","2","USNNS",2022,1,4056.82,"MAR"
"9029","GBSOU","1","COTRB",2018,5,5063.38,"MAR"
"9030","DOMAN","1","USNNS",2021,12,3363.15,"MAR"
"9031","COTRB","1","SEYST",2019,2,492.7,"MAR"
"9032","ESSVQ","1","ARSPD",2019,4,7359.87,"MAR"
"9033","ARSPD","5","GHTEM",2022,7,7759.38,"MAR"
"9034","CMDLA","9","SEYST",2022,3,5300.76,"MAR"
"9035","COTRB","2","DOMAN",2022,12,682.19,"MAR"
"9036","CIABJ","3","USNNS",2018,4,9025.91,"MAR"
"9037","CIABJ","1","COTRB",2018,9,4583.68,"MAR"
"9038","ARSPD","5","ESSVQ",2021,12,1056.49,"MAR"
"9039","CIABJ","3","GBLOW",2020,10,5499.47,"MAR"
"9040","BEANR","2","GBLOW",2019,9,9260.5,"MAR"
"9041","CRMOB","2","CRMOB",2022,9,1472.54,"MAR"
"9042","CRMOB","1","GBSOU",2022,7,6435.82,"MAR"
"9043","ARSPD","6","ESSVQ",2021,6,1507.92,"MAR"
"9044","COTRB","3","DOMAN",2022,3,512.37,"MAR"
"9045","CRMOB","1","SEYST",2018,9,6404.02,"MAR"
"9046","ARSPD","5","DOMAN",2021,3,9399.5,"MAR"
"9047","CRMOB","2","GBLOW",2021,10,7340.53,"MAR"
"9048","GHTEM","1","SEYST",2018,2,5458.2,"MAR"
"9049","USNNS","5","CMDLA",2018,2,7138.93,"MAR"
"9050","DKNAK","2","CMDLA",2021,1,3658.81,"MAR"
"9051","DOMAN","5","CRMOB",2022,2,4535.26,"MAR"
"9052","BEANR","3","GBLOW",2022,6,2964.36,"MAR"
"9053","COTRB","1","CIABJ",2022,9,1413.21,"MAR"
"9054","CRMOB","6","GBLOW",2020,11,8754.47,"MAR"
"9055","GBLOW","5","ESSVQ",2020,6,6377.3,"MAR"
"9056","GHTEM","3","GBSOU",2022,10,618.66,"MAR"
"9057","GBSOU","3","DOMAN",2019,3,7332.64,"MAR"
"9058","COTRB","9","ESSVQ",2020,7,2672.53,"MAR"
"9059","GBLOW","2","GBLOW",2022,6,2808.79,"MAR"
"9060","BEANR","1","CRMOB",2020,7,2017.97,"MAR"
"9061","CIABJ","9","GBLOW",2021,9,7577.09,"MAR"
"9062","GHTEM","6","CMDLA",2022,3,3125.74,"MAR"
"9063","COTRB","2","COTRB",2020,9,3073.64,"MAR"
"9064","GBSOU","5","CMDLA",2019,3,2532.95,"MAR"
"9065","GBSOU","5","CRMOB",2018,8,9948.06,"MAR"
"9066","DOMAN","6","SEYST",2018,11,401.39,"MAR"
"9067","COTRB","3","CRMOB",2022,7,7972.15,"MAR"
"9068","GBSSS","3","DOMAN",2021,5,4074.98,"MAR"
"9069","SEYST","3","GBLOW",2020,8,8317.42,"MAR"
"9070","DOMAN","9","ESSVQ",2018,10,1610.64,"MAR"
"9071","DKNAK","9","GBSOU",2022,10,8820.2,"MAR"
"9072","DKNAK","5","ESSVQ",2021,8,3328.68,"MAR"
"9073","DOMAN","5","COTRB",2022,4,3444.7,"MAR"
"9074","COTRB","5","DOMAN",2019,8,1943.24,"MAR"
"9075","CIABJ","1","GHTEM",2021,9,6873.05,"MAR"
"9076","DKNAK","3","COTRB",2022,1,4196.54,"MAR"
"9077","DKNAK","2","DOMAN",2019,9,929.2,"MAR"
"9078","GBLOW","9","ARSPD",2021,1,7680.79,"MAR"
"9079","DOMAN","9","GBSOU",2019,11,7032.43,"MAR"
"9080","GBLOW","9","USNNS",2022,10,1955.06,"MAR"
"9081","USNNS","9","GBLOW",2022,9,9157.02,"MAR"
"9082","GBSOU","6","GHTEM",2021,1,6686.87,"MAR"
"9083","GBSSS","1","ESSVQ",2019,5,154.88,"MAR"
"9084","COTRB","5","CMDLA",2019,7,3876.68,"MAR"
"9085","CMDLA","9","DOMAN",2020,9,2329.1,"MAR"
"9086","CMDLA","9","USNNS",2021,3,7723.7,"MAR"
"9087","BEANR","2","CRMOB",2022,4,1418.52,"MAR"
"9088","USNNS","5","COTRB",2022,6,9282.87,"MAR"
"9089","ESSVQ","3","ESSVQ",2020,4,62.06,"MAR"
"9090","GBSSS","9","CMDLA",2022,3,524.41,"MAR"
"9091","CIABJ","1","DKNAK",2018,12,5337.04,"MAR"
"9092","ARSPD","1","GHTEM",2021,3,1634.22,"MAR"
"9093","COTRB","5","CIABJ",2018,3,9948.18,"MAR"
"9094","CMDLA","3","BEANR",2018,8,7421.9,"MAR"
"9095","GBLOW","2","GBSOU",2020,2,1824.74,"MAR"
"9096","DKNAK","1","BEANR",2021,1,1829.08,"MAR"
"9097","CMDLA","6","GBSOU",2021,3,3432.99,"MAR"
"9098","COTRB","1","GBLOW",2021,3,9871.66,"MAR"
"9099","ESSVQ","2","CRMOB",2018,3,4966.78,"MAR"
"9100","CRMOB","2","ARSPD",2020,6,4519.23,"MAR"
"9101","GBLOW","5","CRMOB",2022,9,3908.55,"MAR"
"9102","GBSOU","3","COTRB",2021,4,5898.96,"MAR"
"9103","USNNS","5","USNNS",2021,4,3734.66,"MAR"
"9104","GHTEM","3","SEYST",2022,2,9188.42,"MAR"
"9105","DOMAN","6","GBSOU",2021,5,8678.69,"MAR"
"9106","GBLOW","5","GHTEM",2021,11,3012.04,"MAR"
"9107","GBSOU","9","DKNAK",2018,8,7352.18,"MAR"
"9108","DOMAN","3","GBLOW",2019,1,1681.63,"MAR"
"9109","DKNAK","3","GHTEM",2020,1,2321.85,"MAR"
"9110","CRMOB","2","DOMAN",2018,11,1976.17,"MAR"
"9111","SEYST","6","GBSOU",2021,2,614.75,"MAR"
"9112","ESSVQ","1","COTRB",2019,12,3179.61,"MAR"
"9113","ESSVQ","6","CIABJ",2021,2,4256.25,"MAR"
"9114","CMDLA","9","COTRB",2019,11,8228.83,"MAR"
"9115","ARSPD","2","DKNAK",2022,11,4943.41,"MAR"
"9116","CMDLA","3","CMDLA",2018,10,6319.79,"MAR"
"9117","GBLOW","3","GBLOW",2020,1,1850.79,"MAR"
"9118","ESSVQ","3","ARSPD",2021,4,4256.05,"MAR"
"9119","BEANR","6","ESSVQ",2021,11,7153.86,"MAR"
