"label","date","Type","id","color","size","value","group1","DegreeConnections"
"DOMAN",2018-05-01,"Container",151,"blue",30,87,"DO",11
"ARSPD",2018-05-01,"Container",144,"blue",30,9104,"AR",1
"USNNS",2018-05-01,"Container",18,"blue",30,4274,"US",18
"BEANR",2018-06-01,"Container",189,"blue",30,8959,"BE",14
"GBLOW",2018-06-01,"Container",36,"blue",30,7450,"GB",14
"SEYST",2018-06-01,"Container",118,"blue",30,9070,"SE",16
"ESSVQ",2018-06-01,"Container",106,"red",30,580,"ES",15
"DKNAK",2018-06-01,"Container",1,"blue",30,1204,"DK",17
"GBSOU",2018-06-01,"Container",166,"blue",30,5414,"GB",15
"GBSSS",2018-06-01,"Container",193,"red",30,3271,"GB",9
"CIABJ",2018-06-01,"Container",17,"blue",30,5457,"CI",13
"CMDLA",2018-06-01,"Container",175,"red",30,6851,"CM",16
"GHTEM",2018-06-01,"Container",55,"blue",30,1687,"GH",3
"COTRB",2018-06-01,"Container",107,"blue",30,9214,"CO",9
"CRMOB",2018-06-01,"Container",83,"blue",30,3437,"CR",14
"DOMAN",2018-06-01,"Container",15,"red",30,4115,"DO",7
"ARSPD",2018-06-01,"Container",115,"blue",30,851,"AR",5
"USNNS",2018-06-01,"Container",145,"blue",30,814,"US",18
"BEANR",2018-07-01,"Container",197,"blue",30,1111,"BE",17
"GBLOW",2018-07-01,"Container",64,"red",30,7915,"GB",19
"SEYST",2018-07-01,"Container",137,"red",30,9407,"SE",9
"ESSVQ",2018-07-01,"Container",157,"blue",30,6659,"ES",10
"DKNAK",2018-07-01,"Container",146,"red",30,4164,"DK",5
"GBSOU",2018-07-01,"Container",85,"blue",30,6000,"GB",19
"GBSSS",2018-07-01,"Container",3,"red",30,9641,"GB",9
"CIABJ",2018-07-01,"Container",65,"red",30,771,"CI",15
"CMDLA",2018-07-01,"Container",52,"blue",30,5203,"CM",19
"GHTEM",2018-07-01,"Container",113,"red",30,4867,"GH",2
"COTRB",2018-07-01,"Container",155,"blue",30,1318,"CO",15
"CRMOB",2018-07-01,"Container",89,"red",30,4576,"CR",9
"DOMAN",2018-07-01,"Container",22,"blue",30,2638,"DO",17
"ARSPD",2018-07-01,"Container",39,"blue",30,8882,"AR",20
"USNNS",2018-07-01,"Container",175,"blue",30,4006,"US",17
"BEANR",2018-08-01,"Container",60,"blue",30,6820,"BE",10
"GBLOW",2018-08-01,"Container",101,"blue",30,8304,"GB",9
"SEYST",2018-08-01,"Container",26,"red",30,4327,"SE",15
"ESSVQ",2018-08-01,"Container",103,"red",30,7008,"ES",18
"DKNAK",2018-08-01,"Container",24,"red",30,2417,"DK",13
"GBSOU",2018-08-01,"Container",90,"blue",30,8535,"GB",17
"GBSSS",2018-08-01,"Container",91,"blue",30,7561,"GB",9
"CIABJ",2018-08-01,"Container",120,"red",30,448,"CI",12
"CMDLA",2018-08-01,"Container",120,"blue",30,3879,"CM",1
"GHTEM",2018-08-01,"Container",5,"blue",30,3689,"GH",6
"COTRB",2018-08-01,"Container",68,"red",30,2655,"CO",15
"CRMOB",2018-08-01,"Container",65,"red",30,2015,"CR",2
"DOMAN",2018-08-01,"Container",143,"red",30,6945,"DO",10
"ARSPD",2018-08-01,"Container",152,"red",30,5160,"AR",12
"USNNS",2018-08-01,"Container",44,"red",30,5653,"US",8
"BEANR",2018-09-01,"Container",64,"red",30,5805,"BE",12
"GBLOW",2018-09-01,"Container",41,"red",30,2915,"GB",11
"SEYST",2018-09-01,"Container",110,"red",30,8533,"SE",1
"ESSVQ",2018-09-01,"Container",67,"blue",30,7216,"ES",12
"DKNAK",2018-09-01,"Container",180,"red",30,4316,"DK",14
"GBSOU",2018-09-01,"Container",64,"blue",30,6185,"GB",7
"GBSSS",2018-09-01,"Container",196,"blue",30,7734,"GB",10
"CIABJ",2018-09-01,"Container",155,"blue",30,711,"CI",2
"CMDLA",2018-09-01,"Container",2,"red",30,9129,"CM",3
"GHTEM",2018-09-01,"Container",168,"red",30,9853,"GH",15
"COTRB",2018-09-01,"Container",183,"blue",30,9950,"CO",4
"CRMOB",2018-09-01,"Container",134,"red",30,2119,"CR",20
"DOMAN",2018-09-01,"Container",173,"blue",30,1622,"DO",8
"ARSPD",2018-09-01,"Container",121,"blue",30,4366,"AR",1
"USNNS",2018-09-01,"Container",155,"red",30,4923,"US",8
"BEANR",2018-10-01,"Container",101,"blue",30,3712,"BE",5
"GBLOW",2018-10-01,"Container",69,"red",30,5338,"GB",4
"SEYST",2018-10-01,"Container",17,"blue",30,2022,"SE",8
"ESSVQ",2018-10-01,"Container",74,"blue",30,2544,"ES",4
"DKNAK",2018-10-01,"Container",181,"blue",30,8806,"DK",13
"GBSOU",2018-10-01,"Container",190,"blue",30,4471,"GB",18
"GBSSS",2018-10-01,"Container",26,"red",30,8845,"GB",15
"CIABJ",2018-10-01,"Container",41,"blue",30,6396,"CI",2
"CMDLA",2018-10-01,"Container",61,"red",30,195,"CM",8
"GHTEM",2018-10-01,"Container",54,"red",30,8641,"GH",8
"COTRB",2018-10-01,"Container",182,"blue",30,4131,"CO",6
"CRMOB",2018-10-01,"Container",191,"blue",30,7919,"CR",1
"DOMAN",2018-10-01,"Container",122,"red",30,4403,"DO",10
"ARSPD",2018-10-01,"Container",92,"red",30,6927,"AR",5
"USNNS",2018-10-01,"Container",119,"red",30,3157,"US",13
"BEANR",2018-11-01,"Container",172,"blue",30,9813,"BE",6
"GBLOW",2018-11-01,"Container",121,"blue",30,6946,"GB",8
"SEYST",2018-11-01,"Container",73,"blue",30,6211,"SE",19
"ESSVQ",2018-11-01,"Container",21,"red",30,8828,"ES",8
"DKNAK",2018-11-01,"Container",37,"red",30,2042,"DK",15
"GBSOU",2018-11-01,"Container",34,"blue",30,5529,"GB",17
"GBSSS",2018-11-01,"Container",161,"blue",30,6019,"GB",20
"CIABJ",2018-11-01,"Container",85,"red",30,4543,"CI",6
"CMDLA",2018-11-01,"Container",39,"blue",30,3415,"CM",14
"GHTEM",2018-11-01,"Container",168,"blue",30,6391,"GH",11
"COTRB",2018-11-01,"Container",74,"blue",30,4628,"CO",20
"CRMOB",2018-11-01,"Container",111,"blue",30,282,"CR",10
"DOMAN",2018-11-01,"Container",82,"blue",30,6297,"DO",1
"ARSPD",2018-11-01,"Container",38,"red",30,5111,"AR",15
"USNNS",2018-11-01,"Container",68,"red",30,6884,"US",17
"BEANR",2018-12-01,"Container",176,"red",30,6856,"BE",9
"GBLOW",2018-12-01,"Container",136,"red",30,8595,"GB",4
"SEYST",2018-12-01,"Container",36,"red",30,8067,"SE",19
"ESSVQ",2018-12-01,"Container",76,"red",30,7576,"ES",6
"DKNAK",2018-12-01,"Container",77,"red",30,3360,"DK",9
"GBSOU",2018-12-01,"Container",54,"blue",30,2624,"GB",2
"GBSSS",2018-12-01,"Container",81,"red",30,7658,"GB",5
"CIABJ",2018-12-01,"Container",58,"blue",30,7600,"CI",13
"CMDLA",2018-12-01,"Container",102,"red",30,7233,"CM",11
"GHTEM",2018-12-01,"Container",36,"red",30,8590,"GH",3
"COTRB",2018-12-01,"Container",125,"red",30,2248,"CO",10
"CRMOB",2018-12-01,"Container",198,"red",30,5669,"CR",19
"DOMAN",2018-12-01,"Container",17,"red",30,6615,"DO",11
"ARSPD",2018-12-01,"Container",139,"red",30,9344,"AR",7
"USNNS",2018-12-01,"Container",61,"blue",30,86,"US",11
"BEANR",2019-01-01,"Container",50,"blue",30,8644,"BE",11
"GBLOW",2019-01-01,"Container",161,"blue",30,703,"GB",10
"SEYST",2019-01-01,"Container",70,"blue",30,5745,"SE",11
"ESSVQ",2019-01-01,"Container",17,"red",30,2676,"ES",1
"DKNAK",2019-01-01,"Container",187,"red",30,7851,"DK",20
"GBSOU",2019-01-01,"Container",148,"blue",30,7600,"GB",15
"GBSSS",2019-01-01,"Container",40,"blue",30,2493,"GB",7
"CIABJ",2019-01-01,"Container",144,"red",30,6090,"CI",4
"CMDLA",2019-01-01,"Container",80,"blue",30,4598,"CM",16
"GHTEM",2019-01-01,"Container",79,"red",30,5310,"GH",11
"COTRB",2019-01-01,"Container",11,"blue",30,4939,"CO",16
"CRMOB",2019-01-01,"Container",11,"red",30,6384,"CR",7
"DOMAN",2019-01-01,"Container",71,"red",30,4599,"DO",18
"ARSPD",2019-01-01,"Container",110,"red",30,5957,"AR",20
"USNNS",2019-01-01,"Container",102,"red",30,9819,"US",11
"BEANR",2019-02-01,"Container",12,"red",30,9508,"BE",16
"GBLOW",2019-02-01,"Container",163,"blue",30,9757,"GB",10
"SEYST",2019-02-01,"Container",55,"red",30,8830,"SE",10
"ESSVQ",2019-02-01,"Container",184,"blue",30,6669,"ES",4
"DKNAK",2019-02-01,"Container",1,"blue",30,4663,"DK",1
"GBSOU",2019-02-01,"Container",196,"blue",30,3654,"GB",18
"GBSSS",2019-02-01,"Container",106,"blue",30,7218,"GB",19
"CIABJ",2019-02-01,"Container",110,"blue",30,4491,"CI",4
"CMDLA",2019-02-01,"Container",21,"blue",30,1261,"CM",16
"GHTEM",2019-02-01,"Container",21,"red",30,8394,"GH",7
"COTRB",2019-02-01,"Container",190,"red",30,5032,"CO",11
"CRMOB",2019-02-01,"Container",36,"blue",30,6791,"CR",16
"DOMAN",2019-02-01,"Container",24,"blue",30,8466,"DO",8
"ARSPD",2019-02-01,"Container",127,"red",30,6713,"AR",1
"USNNS",2019-02-01,"Container",58,"blue",30,3502,"US",13
"BEANR",2019-03-01,"Container",200,"blue",30,298,"BE",12
"GBLOW",2019-03-01,"Container",112,"red",30,1348,"GB",10
"SEYST",2019-03-01,"Container",6,"blue",30,5299,"SE",9
"ESSVQ",2019-03-01,"Container",170,"blue",30,6635,"ES",8
"DKNAK",2019-03-01,"Container",181,"red",30,5566,"DK",2
"GBSOU",2019-03-01,"Container",126,"red",30,1135,"GB",8
"GBSSS",2019-03-01,"Container",62,"red",30,4395,"GB",14
"CIABJ",2019-03-01,"Container",139,"blue",30,9605,"CI",20
"CMDLA",2019-03-01,"Container",189,"red",30,2012,"CM",9
"GHTEM",2019-03-01,"Container",98,"red",30,6617,"GH",2
"COTRB",2019-03-01,"Container",132,"red",30,5369,"CO",7
"CRMOB",2019-03-01,"Container",145,"blue",30,7272,"CR",19
"DOMAN",2019-03-01,"Container",6,"blue",30,1286,"DO",9
"ARSPD",2019-03-01,"Container",42,"blue",30,9825,"AR",15
"USNNS",2019-03-01,"Container",147,"blue",30,5939,"US",6
"BEANR",2019-04-01,"Container",127,"blue",30,7067,"BE",8
"GBLOW",2019-04-01,"Container",106,"blue",30,7544,"GB",8
"SEYST",2019-04-01,"Container",52,"blue",30,5644,"SE",13
"ESSVQ",2019-04-01,"Container",74,"blue",30,5891,"ES",17
"DKNAK",2019-04-01,"Container",126,"blue",30,3051,"DK",16
"GBSOU",2019-04-01,"Container",124,"red",30,5694,"GB",6
"GBSSS",2019-04-01,"Container",147,"red",30,1343,"GB",14
"CIABJ",2019-04-01,"Container",194,"red",30,569,"CI",18
"CMDLA",2019-04-01,"Container",95,"red",30,2232,"CM",7
"GHTEM",2019-04-01,"Container",54,"blue",30,3647,"GH",17
"COTRB",2019-04-01,"Container",42,"blue",30,7516,"CO",13
"CRMOB",2019-04-01,"Container",89,"blue",30,4699,"CR",5
"DOMAN",2019-04-01,"Container",77,"red",30,6927,"DO",3
"ARSPD",2019-04-01,"Container",20,"red",30,5786,"AR",4
"USNNS",2019-04-01,"Container",174,"blue",30,7150,"US",17
"BEANR",2019-05-01,"Container",92,"blue",30,7672,"BE",20
"GBLOW",2019-05-01,"Container",49,"red",30,1436,"GB",11
"SEYST",2019-05-01,"Container",190,"blue",30,8115,"SE",14
"ESSVQ",2019-05-01,"Container",7,"red",30,3488,"ES",7
"DKNAK",2019-05-01,"Container",146,"blue",30,9538,"DK",19
"GBSOU",2019-05-01,"Container",9,"red",30,4246,"GB",6
"GBSSS",2019-05-01,"Container",45,"red",30,1510,"GB",3
"CIABJ",2019-05-01,"Container",144,"red",30,8251,"CI",17
"CMDLA",2019-05-01,"Container",6,"red",30,2955,"CM",5
"GHTEM",2019-05-01,"Container",133,"blue",30,799,"GH",15
"COTRB",2019-05-01,"Container",102,"blue",30,5073,"CO",17
"CRMOB",2019-05-01,"Container",63,"blue",30,7593,"CR",19
"DOMAN",2019-05-01,"Container",164,"red",30,8446,"DO",10
"ARSPD",2019-05-01,"Container",171,"red",30,554,"AR",3
"USNNS",2019-05-01,"Container",29,"red",30,7815,"US",5
"BEANR",2019-06-01,"Container",85,"red",30,9399,"BE",8
"GBLOW",2019-06-01,"Container",59,"red",30,4236,"GB",8
"SEYST",2019-06-01,"Container",67,"red",30,9491,"SE",16
"ESSVQ",2019-06-01,"Container",153,"red",30,7164,"ES",11
"DKNAK",2019-06-01,"Container",14,"red",30,9680,"DK",1
"GBSOU",2019-06-01,"Container",176,"red",30,8038,"GB",18
"GBSSS",2019-06-01,"Container",189,"red",30,6924,"GB",5
"CIABJ",2019-06-01,"Container",113,"blue",30,7079,"CI",18
"CMDLA",2019-06-01,"Container",135,"red",30,5787,"CM",16
"GHTEM",2019-06-01,"Container",90,"blue",30,1112,"GH",17
"COTRB",2019-06-01,"Container",112,"red",30,9328,"CO",9
"CRMOB",2019-06-01,"Container",101,"blue",30,7234,"CR",8
"DOMAN",2019-06-01,"Container",177,"blue",30,2078,"DO",10
"ARSPD",2019-06-01,"Container",78,"blue",30,9791,"AR",13
"USNNS",2019-06-01,"Container",107,"blue",30,7374,"US",20
"BEANR",2019-07-01,"Container",143,"blue",30,1140,"BE",5
"GBLOW",2019-07-01,"Container",141,"red",30,405,"GB",10
"SEYST",2019-07-01,"Container",24,"red",30,1490,"SE",15
"ESSVQ",2019-07-01,"Container",71,"red",30,6685,"ES",5
"DKNAK",2019-07-01,"Container",176,"blue",30,2256,"DK",12
"GBSOU",2019-07-01,"Container",60,"blue",30,3422,"GB",4
"GBSSS",2019-07-01,"Container",103,"red",30,4427,"GB",2
"CIABJ",2019-07-01,"Container",119,"red",30,5911,"CI",3
"CMDLA",2019-07-01,"Container",139,"red",30,6552,"CM",15
"GHTEM",2019-07-01,"Container",47,"red",30,8756,"GH",9
"COTRB",2019-07-01,"Container",197,"blue",30,5560,"CO",14
"CRMOB",2019-07-01,"Container",23,"red",30,8390,"CR",8
"DOMAN",2019-07-01,"Container",9,"red",30,8726,"DO",18
"ARSPD",2019-07-01,"Container",4,"red",30,3494,"AR",5
"USNNS",2019-07-01,"Container",5,"blue",30,8172,"US",20
"BEANR",2019-08-01,"Container",56,"red",30,9772,"BE",3
"GBLOW",2019-08-01,"Container",106,"red",30,3116,"GB",9
"SEYST",2019-08-01,"Container",59,"red",30,4750,"SE",15
"ESSVQ",2019-08-01,"Container",169,"blue",30,2953,"ES",13
"DKNAK",2019-08-01,"Container",15,"red",30,6457,"DK",16
"GBSOU",2019-08-01,"Container",163,"blue",30,8035,"GB",6
"GBSSS",2019-08-01,"Container",150,"blue",30,2522,"GB",10
"CIABJ",2019-08-01,"Container",192,"blue",30,1169,"CI",8
"CMDLA",2019-08-01,"Container",179,"blue",30,2953,"CM",17
"GHTEM",2019-08-01,"Container",114,"red",30,1035,"GH",14
"COTRB",2019-08-01,"Container",93,"red",30,9928,"CO",16
"CRMOB",2019-08-01,"Container",124,"red",30,4658,"CR",10
"DOMAN",2019-08-01,"Container",180,"red",30,126,"DO",7
"ARSPD",2019-08-01,"Container",149,"blue",30,8806,"AR",7
"USNNS",2019-08-01,"Container",112,"red",30,1032,"US",14
"BEANR",2019-09-01,"Container",107,"blue",30,6667,"BE",9
"GBLOW",2019-09-01,"Container",24,"blue",30,8828,"GB",13
"SEYST",2019-09-01,"Container",79,"blue",30,3632,"SE",13
"ESSVQ",2019-09-01,"Container",121,"blue",30,383,"ES",19
"DKNAK",2019-09-01,"Container",173,"blue",30,789,"DK",8
"GBSOU",2019-09-01,"Container",199,"red",30,5444,"GB",1
"GBSSS",2019-09-01,"Container",173,"red",30,3090,"GB",15
"CIABJ",2019-09-01,"Container",116,"red",30,3029,"CI",3
"CMDLA",2019-09-01,"Container",157,"red",30,6333,"CM",1
"GHTEM",2019-09-01,"Container",54,"red",30,4157,"GH",5
"COTRB",2019-09-01,"Container",86,"blue",30,3702,"CO",20
"CRMOB",2019-09-01,"Container",197,"red",30,9346,"CR",11
"DOMAN",2019-09-01,"Container",105,"red",30,6747,"DO",5
"ARSPD",2019-09-01,"Container",38,"blue",30,2551,"AR",10
"USNNS",2019-09-01,"Container",200,"red",30,3298,"US",5
"BEANR",2019-10-01,"Container",158,"blue",30,8219,"BE",2
"GBLOW",2019-10-01,"Container",179,"red",30,9222,"GB",19
"SEYST",2019-10-01,"Container",28,"red",30,7141,"SE",12
"ESSVQ",2019-10-01,"Container",51,"red",30,9332,"ES",20
"DKNAK",2019-10-01,"Container",158,"red",30,6617,"DK",18
"GBSOU",2019-10-01,"Container",27,"red",30,1857,"GB",4
"GBSSS",2019-10-01,"Container",144,"blue",30,3491,"GB",17
"CIABJ",2019-10-01,"Container",153,"red",30,3720,"CI",2
"CMDLA",2019-10-01,"Container",96,"red",30,7681,"CM",1
"GHTEM",2019-10-01,"Container",100,"red",30,9617,"GH",17
"COTRB",2019-10-01,"Container",50,"blue",30,4709,"CO",8
"CRMOB",2019-10-01,"Container",100,"red",30,2287,"CR",13
"DOMAN",2019-10-01,"Container",170,"blue",30,2065,"DO",4
"ARSPD",2019-10-01,"Container",77,"red",30,4741,"AR",10
"USNNS",2019-10-01,"Container",88,"red",30,3213,"US",16
"BEANR",2019-11-01,"Container",19,"blue",30,8807,"BE",10
"GBLOW",2019-11-01,"Container",95,"red",30,2020,"GB",4
"SEYST",2019-11-01,"Container",10,"red",30,5631,"SE",9
"ESSVQ",2019-11-01,"Container",45,"blue",30,4791,"ES",8
"DKNAK",2019-11-01,"Container",76,"blue",30,7491,"DK",7
"GBSOU",2019-11-01,"Container",98,"blue",30,2268,"GB",10
"GBSSS",2019-11-01,"Container",100,"blue",30,5610,"GB",19
"CIABJ",2019-11-01,"Container",193,"red",30,1392,"CI",4
"CMDLA",2019-11-01,"Container",54,"blue",30,6560,"CM",3
"GHTEM",2019-11-01,"Container",182,"red",30,6972,"GH",8
"COTRB",2019-11-01,"Container",141,"red",30,2508,"CO",8
"CRMOB",2019-11-01,"Container",71,"blue",30,3998,"CR",6
"DOMAN",2019-11-01,"Container",111,"blue",30,1328,"DO",12
"ARSPD",2019-11-01,"Container",164,"blue",30,1017,"AR",17
"USNNS",2019-11-01,"Container",53,"blue",30,1318,"US",5
"BEANR",2019-12-01,"Container",144,"blue",30,3964,"BE",4
"GBLOW",2019-12-01,"Container",167,"blue",30,795,"GB",1
"SEYST",2019-12-01,"Container",169,"blue",30,5914,"SE",9
"ESSVQ",2019-12-01,"Container",111,"red",30,8819,"ES",11
"DKNAK",2019-12-01,"Container",80,"blue",30,6206,"DK",9
"GBSOU",2019-12-01,"Container",2,"red",30,2421,"GB",10
"GBSSS",2019-12-01,"Container",196,"red",30,3538,"GB",8
"CIABJ",2019-12-01,"Container",77,"red",30,4307,"CI",1
"CMDLA",2019-12-01,"Container",56,"red",30,7579,"CM",15
"GHTEM",2019-12-01,"Container",67,"red",30,2030,"GH",2
"COTRB",2019-12-01,"Container",21,"red",30,1474,"CO",5
"CRMOB",2019-12-01,"Container",45,"blue",30,9905,"CR",10
"DOMAN",2019-12-01,"Container",151,"red",30,3312,"DO",12
"ARSPD",2019-12-01,"Container",89,"red",30,4867,"AR",2
"USNNS",2019-12-01,"Container",146,"red",30,1055,"US",18
"BEANR",2020-01-01,"Container",38,"red",30,3579,"BE",18
"GBLOW",2020-01-01,"Container",112,"blue",30,3111,"GB",9
"SEYST",2020-01-01,"Container",46,"blue",30,3479,"SE",1
"ESSVQ",2020-01-01,"Container",154,"blue",30,4938,"ES",3
"DKNAK",2020-01-01,"Container",85,"red",30,3924,"DK",19
"GBSOU",2020-01-01,"Container",58,"blue",30,2600,"GB",3
"GBSSS",2020-01-01,"Container",82,"blue",30,6231,"GB",3
"CIABJ",2020-01-01,"Container",157,"blue",30,6286,"CI",17
"CMDLA",2020-01-01,"Container",145,"blue",30,2441,"CM",10
"GHTEM",2020-01-01,"Container",40,"red",30,6711,"GH",11
"COTRB",2020-01-01,"Container",181,"blue",30,4175,"CO",5
"CRMOB",2020-01-01,"Container",125,"red",30,7772,"CR",20
"DOMAN",2020-01-01,"Container",50,"blue",30,4751,"DO",14
"ARSPD",2020-01-01,"Container",7,"blue",30,63,"AR",4
"USNNS",2020-01-01,"Container",59,"blue",30,2336,"US",15
"BEANR",2020-02-01,"Container",55,"red",30,2425,"BE",17
"GBLOW",2020-02-01,"Container",127,"red",30,4570,"GB",7
"SEYST",2020-02-01,"Container",180,"blue",30,9078,"SE",9
"ESSVQ",2020-02-01,"Container",10,"blue",30,9090,"ES",3
"DKNAK",2020-02-01,"Container",61,"red",30,4062,"DK",18
"GBSOU",2020-02-01,"Container",104,"blue",30,6635,"GB",15
"GBSSS",2020-02-01,"Container",119,"red",30,9551,"GB",18
"CIABJ",2020-02-01,"Container",156,"blue",30,914,"CI",5
"CMDLA",2020-02-01,"Container",72,"blue",30,7002,"CM",17
"GHTEM",2020-02-01,"Container",48,"red",30,5688,"GH",14
"COTRB",2020-02-01,"Container",31,"red",30,7401,"CO",8
"CRMOB",2020-02-01,"Container",85,"blue",30,2635,"CR",18
"DOMAN",2020-02-01,"Container",168,"blue",30,1862,"DO",19
"ARSPD",2020-02-01,"Container",33,"blue",30,9999,"AR",10
"USNNS",2020-02-01,"Container",1,"red",30,6476,"US",19
"BEANR",2020-03-01,"Container",50,"red",30,5703,"BE",17
"GBLOW",2020-03-01,"Container",127,"blue",30,3632,"GB",8
"SEYST",2020-03-01,"Container",99,"blue",30,2528,"SE",12
"ESSVQ",2020-03-01,"Container",87,"blue",30,8764,"ES",15
"DKNAK",2020-03-01,"Container",166,"red",30,9041,"DK",7
"GBSOU",2020-03-01,"Container",72,"red",30,810,"GB",20
"GBSSS",2020-03-01,"Container",61,"blue",30,386,"GB",13
"CIABJ",2020-03-01,"Container",176,"blue",30,2586,"CI",12
"CMDLA",2020-03-01,"Container",176,"red",30,7629,"CM",12
"GHTEM",2020-03-01,"Container",102,"blue",30,8208,"GH",6
"COTRB",2020-03-01,"Container",93,"blue",30,9507,"CO",12
"CRMOB",2020-03-01,"Container",127,"red",30,5574,"CR",20
"DOMAN",2020-03-01,"Container",74,"blue",30,2295,"DO",20
"ARSPD",2020-03-01,"Container",169,"blue",30,6365,"AR",16
"USNNS",2020-03-01,"Container",42,"red",30,4344,"US",5
"BEANR",2020-04-01,"Container",29,"red",30,2659,"BE",16
"GBLOW",2020-04-01,"Container",81,"red",30,5746,"GB",3
"SEYST",2020-04-01,"Container",177,"blue",30,8249,"SE",7
"ESSVQ",2020-04-01,"Container",174,"blue",30,3091,"ES",4
"DKNAK",2020-04-01,"Container",49,"blue",30,3970,"DK",9
"GBSOU",2020-04-01,"Container",180,"blue",30,2816,"GB",16
"GBSSS",2020-04-01,"Container",77,"red",30,8401,"GB",14
"CIABJ",2020-04-01,"Container",45,"red",30,557,"CI",9
"CMDLA",2020-04-01,"Container",18,"blue",30,9904,"CM",10
"GHTEM",2020-04-01,"Container",44,"blue",30,6700,"GH",16
"COTRB",2020-04-01,"Container",59,"blue",30,4537,"CO",4
"CRMOB",2020-04-01,"Container",130,"blue",30,2042,"CR",20
"DOMAN",2020-04-01,"Container",162,"blue",30,8975,"DO",10
"ARSPD",2020-04-01,"Container",194,"blue",30,2741,"AR",9
"USNNS",2020-04-01,"Container",84,"red",30,6144,"US",12
"BEANR",2020-05-01,"Container",15,"red",30,7135,"BE",15
"GBLOW",2020-05-01,"Container",69,"red",30,6383,"GB",19
"SEYST",2020-05-01,"Container",75,"red",30,3957,"SE",14
"ESSVQ",2020-05-01,"Container",185,"red",30,8560,"ES",1
"DKNAK",2020-05-01,"Container",111,"blue",30,3717,"DK",17
"GBSOU",2020-05-01,"Container",166,"red",30,8186,"GB",2
"GBSSS",2020-05-01,"Container",37,"red",30,9958,"GB",9
"CIABJ",2020-05-01,"Container",48,"red",30,810,"CI",13
"CMDLA",2020-05-01,"Container",84,"red",30,6119,"CM",11
"GHTEM",2020-05-01,"Container",199,"red",30,6486,"GH",4
"COTRB",2020-05-01,"Container",111,"red",30,4264,"CO",17
"CRMOB",2020-05-01,"Container",112,"red",30,1189,"CR",11
"DOMAN",2020-05-01,"Container",133,"blue",30,776,"DO",9
"ARSPD",2020-05-01,"Container",8,"red",30,9099,"AR",17
"USNNS",2020-05-01,"Container",194,"blue",30,5915,"US",4
"BEANR",2020-06-01,"Container",12,"red",30,9194,"BE",4
"GBLOW",2020-06-01,"Container",104,"red",30,8230,"GB",12
"SEYST",2020-06-01,"Container",185,"red",30,9558,"SE",8
"ESSVQ",2020-06-01,"Container",148,"red",30,2827,"ES",10
"DKNAK",2020-06-01,"Container",82,"red",30,3686,"DK",20
"GBSOU",2020-06-01,"Container",5,"blue",30,3281,"GB",16
"GBSSS",2020-06-01,"Container",23,"red",30,1752,"GB",10
"CIABJ",2020-06-01,"Container",67,"blue",30,5665,"CI",6
"CMDLA",2020-06-01,"Container",198,"blue",30,2083,"CM",11
"GHTEM",2020-06-01,"Container",55,"blue",30,5041,"GH",9
"COTRB",2020-06-01,"Container",151,"red",30,7405,"CO",19
"CRMOB",2020-06-01,"Container",65,"red",30,2353,"CR",20
"DOMAN",2020-06-01,"Container",24,"red",30,114,"DO",12
"ARSPD",2020-06-01,"Container",84,"red",30,7985,"AR",19
"USNNS",2020-06-01,"Container",6,"blue",30,6333,"US",19
"BEANR",2020-07-01,"Container",119,"red",30,641,"BE",4
"GBLOW",2020-07-01,"Container",58,"blue",30,1555,"GB",16
"SEYST",2020-07-01,"Container",13,"blue",30,8549,"SE",1
"ESSVQ",2020-07-01,"Container",151,"blue",30,2957,"ES",4
"DKNAK",2020-07-01,"Container",182,"red",30,2347,"DK",12
"GBSOU",2020-07-01,"Container",137,"red",30,1061,"GB",14
"GBSSS",2020-07-01,"Container",36,"red",30,929,"GB",11
"CIABJ",2020-07-01,"Container",41,"red",30,4474,"CI",4
"CMDLA",2020-07-01,"Container",152,"red",30,8147,"CM",1
"GHTEM",2020-07-01,"Container",192,"red",30,8668,"GH",12
"COTRB",2020-07-01,"Container",110,"red",30,6905,"CO",13
"CRMOB",2020-07-01,"Container",73,"blue",30,7090,"CR",9
"DOMAN",2020-07-01,"Container",178,"red",30,1821,"DO",20
"ARSPD",2020-07-01,"Container",105,"red",30,1672,"AR",7
"USNNS",2020-07-01,"Container",160,"red",30,7939,"US",13
"BEANR",2020-08-01,"Container",21,"red",30,5060,"BE",7
"GBLOW",2020-08-01,"Container",65,"red",30,2765,"GB",9
"SEYST",2020-08-01,"Container",35,"red",30,8258,"SE",9
"ESSVQ",2020-08-01,"Container",163,"blue",30,5030,"ES",12
"DKNAK",2020-08-01,"Container",8,"blue",30,5299,"DK",11
"GBSOU",2020-08-01,"Container",138,"red",30,1503,"GB",16
"GBSSS",2020-08-01,"Container",175,"blue",30,4610,"GB",3
"CIABJ",2020-08-01,"Container",193,"red",30,4244,"CI",8
"CMDLA",2020-08-01,"Container",15,"blue",30,6058,"CM",13
"GHTEM",2020-08-01,"Container",83,"red",30,2588,"GH",3
"COTRB",2020-08-01,"Container",191,"blue",30,697,"CO",15
"CRMOB",2020-08-01,"Container",13,"blue",30,9747,"CR",3
"DOMAN",2020-08-01,"Container",65,"red",30,2314,"DO",19
"ARSPD",2020-08-01,"Container",169,"blue",30,7138,"AR",4
"USNNS",2020-08-01,"Container",1,"red",30,8024,"US",3
"BEANR",2020-09-01,"Container",87,"blue",30,8972,"BE",8
